# Temps	MSD_moyen	Sim_0	Sim_1	Sim_2	Sim_3	Sim_4	Sim_5	Sim_6	Sim_7	Sim_8	Sim_9	Sim_10	Sim_11	Sim_12	Sim_13	Sim_14	Sim_15	Sim_16	Sim_17	Sim_18	Sim_19
1.760000e+02	1.067555e-01	4.565533e-02	1.240084e-01	4.021658e-02	1.064626e-01	2.013591e-02	7.132370e-02	7.103573e-02	1.031402e-02	9.472169e-02	1.427273e-01	1.625088e-01	7.146929e-02	9.809936e-02	2.326192e-01	2.189947e-01	3.384209e-01	1.460573e-02	1.190843e-01	6.610621e-02	8.660011e-02
1.770000e+02	1.078928e-01	4.650766e-02	1.246352e-01	4.238151e-02	1.090704e-01	2.022097e-02	7.528082e-02	7.122149e-02	1.004966e-02	9.584821e-02	1.459057e-01	1.622869e-01	7.176533e-02	9.805763e-02	2.344969e-01	2.192048e-01	3.432880e-01	1.431764e-02	1.207615e-01	6.730350e-02	8.525251e-02
1.780000e+02	1.089768e-01	4.758773e-02	1.258458e-01	4.398777e-02	1.112500e-01	2.027580e-02	7.918907e-02	7.130114e-02	9.771908e-03	9.705508e-02	1.489633e-01	1.621214e-01	7.193749e-02	9.777978e-02	2.358076e-01	2.195813e-01	3.482492e-01	1.410628e-02	1.222812e-01	6.852590e-02	8.391870e-02
1.790000e+02	1.101194e-01	4.868009e-02	1.267724e-01	4.538086e-02	1.134686e-01	2.042307e-02	8.269458e-02	7.195631e-02	9.393208e-03	9.890559e-02	1.522023e-01	1.621763e-01	7.190485e-02	9.721332e-02	2.374953e-01	2.202041e-01	3.535038e-01	1.397491e-02	1.235003e-01	6.966311e-02	8.287535e-02
1.800000e+02	1.111453e-01	4.982643e-02	1.272602e-01	4.657629e-02	1.156972e-01	2.066204e-02	8.566492e-02	7.252800e-02	9.048447e-03	1.006496e-01	1.550323e-01	1.622135e-01	7.206829e-02	9.655808e-02	2.387361e-01	2.214329e-01	3.582291e-01	1.355697e-02	1.246425e-01	7.066302e-02	8.186080e-02
1.810000e+02	1.120052e-01	5.089496e-02	1.275947e-01	4.787119e-02	1.179068e-01	2.081593e-02	8.825609e-02	7.288917e-02	8.873553e-03	1.023510e-01	1.571676e-01	1.618998e-01	7.264221e-02	9.630257e-02	2.385759e-01	2.238607e-01	3.619626e-01	1.300574e-02	1.249391e-01	7.149475e-02	8.079885e-02
1.820000e+02	1.128558e-01	5.207075e-02	1.277884e-01	4.950278e-02	1.200330e-01	2.100113e-02	9.070201e-02	7.386919e-02	8.838661e-03	1.040580e-01	1.585257e-01	1.612055e-01	7.341545e-02	9.673598e-02	2.377712e-01	2.276426e-01	3.650356e-01	1.236550e-02	1.244395e-01	7.271172e-02	7.940247e-02
1.830000e+02	1.139091e-01	5.340504e-02	1.283999e-01	5.137624e-02	1.215333e-01	2.122808e-02	9.352283e-02	7.520098e-02	8.936422e-03	1.054186e-01	1.596022e-01	1.604872e-01	7.431417e-02	9.819663e-02	2.378251e-01	2.326275e-01	3.684048e-01	1.166934e-02	1.241046e-01	7.408867e-02	7.784053e-02
1.840000e+02	1.151016e-01	5.456954e-02	1.293408e-01	5.323281e-02	1.224699e-01	2.138801e-02	9.683626e-02	7.636945e-02	9.169045e-03	1.066800e-01	1.606381e-01	1.601498e-01	7.530681e-02	1.000384e-01	2.386536e-01	2.380581e-01	3.714758e-01	1.123280e-02	1.245828e-01	7.493675e-02	7.690324e-02
1.850000e+02	1.163196e-01	5.580827e-02	1.305814e-01	5.522712e-02	1.230010e-01	2.159847e-02	1.001583e-01	7.737189e-02	9.438516e-03	1.081823e-01	1.613221e-01	1.603679e-01	7.632296e-02	1.012693e-01	2.400044e-01	2.431701e-01	3.737056e-01	1.094827e-02	1.254828e-01	7.600143e-02	7.642890e-02
1.860000e+02	1.176082e-01	5.738273e-02	1.322646e-01	5.778304e-02	1.238711e-01	2.171391e-02	1.035822e-01	7.805619e-02	9.727459e-03	1.098868e-01	1.613955e-01	1.610080e-01	7.719385e-02	1.020944e-01	2.422748e-01	2.467189e-01	3.770336e-01	1.060204e-02	1.259589e-01	7.762682e-02	7.598867e-02
1.870000e+02	1.189037e-01	5.897254e-02	1.334236e-01	6.083847e-02	1.250283e-01	2.172717e-02	1.069702e-01	7.893152e-02	9.985751e-03	1.116045e-01	1.609268e-01	1.618837e-01	7.833978e-02	1.030165e-01	2.451908e-01	2.485751e-01	3.817199e-01	1.010590e-02	1.260755e-01	7.930942e-02	7.544772e-02
1.880000e+02	1.201285e-01	6.057458e-02	1.341132e-01	6.404055e-02	1.263349e-01	2.180865e-02	1.090558e-01	8.006973e-02	1.005871e-02	1.138079e-01	1.608117e-01	1.624220e-01	7.963057e-02	1.039854e-01	2.480649e-01	2.500053e-01	3.868831e-01	9.391092e-03	1.259411e-01	8.130938e-02	7.426121e-02
1.890000e+02	1.211547e-01	6.171557e-02	1.343917e-01	6.721003e-02	1.281396e-01	2.192581e-02	1.098670e-01	8.134862e-02	1.020166e-02	1.164968e-01	1.608013e-01	1.630133e-01	8.047730e-02	1.043609e-01	2.499040e-01	2.513228e-01	3.913214e-01	8.591185e-03	1.256202e-01	8.374123e-02	7.264414e-02
1.900000e+02	1.220007e-01	6.231841e-02	1.343152e-01	7.021964e-02	1.302726e-01	2.188614e-02	1.108404e-01	8.256960e-02	1.041070e-02	1.189801e-01	1.606459e-01	1.638159e-01	8.096365e-02	1.043170e-01	2.507507e-01	2.520349e-01	3.952144e-01	7.980847e-03	1.257719e-01	8.603005e-02	7.067691e-02
1.910000e+02	1.229074e-01	6.308921e-02	1.345411e-01	7.315285e-02	1.325707e-01	2.194138e-02	1.121233e-01	8.315545e-02	1.062248e-02	1.211687e-01	1.605332e-01	1.643625e-01	8.104906e-02	1.041381e-01	2.517517e-01	2.529177e-01	3.995817e-01	7.525383e-03	1.267432e-01	8.826323e-02	6.891630e-02
1.920000e+02	1.239227e-01	6.379773e-02	1.351394e-01	7.629335e-02	1.345043e-01	2.217129e-02	1.132643e-01	8.335126e-02	1.092588e-02	1.228731e-01	1.609916e-01	1.645734e-01	8.055127e-02	1.044569e-01	2.531596e-01	2.550641e-01	4.048133e-01	7.108644e-03	1.276018e-01	9.022416e-02	6.758809e-02
1.930000e+02	1.249763e-01	6.467021e-02	1.358572e-01	7.954759e-02	1.364319e-01	2.217665e-02	1.142855e-01	8.380861e-02	1.114161e-02	1.246692e-01	1.623151e-01	1.649615e-01	7.963829e-02	1.052058e-01	2.540005e-01	2.576662e-01	4.104842e-01	6.643829e-03	1.281584e-01	9.162393e-02	6.624029e-02
1.940000e+02	1.260002e-01	6.583710e-02	1.372766e-01	8.286600e-02	1.383296e-01	2.200731e-02	1.152339e-01	8.444774e-02	1.115759e-02	1.272747e-01	1.638810e-01	1.657221e-01	7.858503e-02	1.055779e-01	2.540681e-01	2.602230e-01	4.149182e-01	6.143888e-03	1.288148e-01	9.258009e-02	6.506029e-02
1.950000e+02	1.268681e-01	6.704752e-02	1.391191e-01	8.661020e-02	1.405063e-01	2.174681e-02	1.158632e-01	8.490951e-02	1.093712e-02	1.294666e-01	1.649165e-01	1.667611e-01	7.756814e-02	1.058362e-01	2.537407e-01	2.621480e-01	4.178386e-01	5.713555e-03	1.293372e-01	9.340809e-02	6.388736e-02
1.960000e+02	1.277441e-01	6.813521e-02	1.397599e-01	9.079858e-02	1.429899e-01	2.130664e-02	1.163619e-01	8.550757e-02	1.071815e-02	1.308242e-01	1.666071e-01	1.683509e-01	7.705512e-02	1.064666e-01	2.535223e-01	2.638099e-01	4.205096e-01	5.359347e-03	1.300929e-01	9.423842e-02	6.246654e-02
1.970000e+02	1.287216e-01	6.882608e-02	1.396817e-01	9.461897e-02	1.453500e-01	2.084099e-02	1.173546e-01	8.634130e-02	1.066344e-02	1.323030e-01	1.695627e-01	1.694068e-01	7.712655e-02	1.076925e-01	2.537953e-01	2.661499e-01	4.225919e-01	5.015311e-03	1.308223e-01	9.524163e-02	6.104739e-02
1.980000e+02	1.297288e-01	6.934001e-02	1.398151e-01	9.815134e-02	1.479072e-01	2.050737e-02	1.192630e-01	8.702471e-02	1.064841e-02	1.343475e-01	1.729726e-01	1.690346e-01	7.796689e-02	1.089909e-01	2.534193e-01	2.685753e-01	4.242843e-01	4.630183e-03	1.314338e-01	9.621228e-02	6.005075e-02
1.990000e+02	1.308508e-01	7.026366e-02	1.397527e-01	1.016172e-01	1.508691e-01	2.015758e-02	1.216904e-01	8.772794e-02	1.056425e-02	1.366026e-01	1.759702e-01	1.688268e-01	7.955225e-02	1.095692e-01	2.524192e-01	2.717209e-01	4.267886e-01	4.268481e-03	1.320685e-01	9.714172e-02	5.944470e-02
2.000000e+02	1.319905e-01	7.159746e-02	1.396554e-01	1.051335e-01	1.540192e-01	2.011617e-02	1.238442e-01	8.843569e-02	1.049944e-02	1.387072e-01	1.786710e-01	1.694636e-01	8.090107e-02	1.094422e-01	2.515648e-01	2.747346e-01	4.295864e-01	4.017814e-03	1.325925e-01	9.820563e-02	5.862133e-02
2.010000e+02	1.330009e-01	7.262724e-02	1.391218e-01	1.087353e-01	1.570222e-01	2.048428e-02	1.257591e-01	8.923554e-02	1.045213e-02	1.406405e-01	1.814638e-01	1.694151e-01	8.148571e-02	1.091466e-01	2.513255e-01	2.765229e-01	4.334703e-01	3.754101e-03	1.327135e-01	9.933202e-02	5.730998e-02
2.020000e+02	1.339476e-01	7.333266e-02	1.384460e-01	1.120568e-01	1.598147e-01	2.072614e-02	1.273483e-01	9.042955e-02	1.044507e-02	1.421653e-01	1.838683e-01	1.688829e-01	8.185687e-02	1.090719e-01	2.518413e-01	2.781700e-01	4.385501e-01	3.406881e-03	1.320666e-01	1.007719e-01	5.570061e-02
2.030000e+02	1.349363e-01	7.367785e-02	1.376260e-01	1.150149e-01	1.628092e-01	2.091056e-02	1.288339e-01	9.224312e-02	1.066290e-02	1.432409e-01	1.866327e-01	1.688499e-01	8.228070e-02	1.086139e-01	2.519409e-01	2.803154e-01	4.441827e-01	3.070551e-03	1.315611e-01	1.019896e-01	5.426982e-02
2.040000e+02	1.359875e-01	7.348974e-02	1.363703e-01	1.174224e-01	1.660895e-01	2.137394e-02	1.299984e-01	9.428289e-02	1.102404e-02	1.445702e-01	1.899436e-01	1.691583e-01	8.230428e-02	1.078162e-01	2.521896e-01	2.829616e-01	4.501128e-01	2.844057e-03	1.316471e-01	1.029148e-01	5.323607e-02
2.050000e+02	1.370175e-01	7.300033e-02	1.357075e-01	1.198713e-01	1.691595e-01	2.208342e-02	1.303415e-01	9.660636e-02	1.131180e-02	1.460967e-01	1.929418e-01	1.695798e-01	8.191064e-02	1.071322e-01	2.526258e-01	2.853319e-01	4.560462e-01	2.722562e-03	1.318926e-01	1.037780e-01	5.221096e-02
2.060000e+02	1.381385e-01	7.245384e-02	1.360205e-01	1.231209e-01	1.722927e-01	2.296757e-02	1.305348e-01	9.950862e-02	1.179928e-02	1.480208e-01	1.958508e-01	1.702100e-01	8.172277e-02	1.063582e-01	2.534048e-01	2.870591e-01	4.606370e-01	2.726919e-03	1.322981e-01	1.050030e-01	5.077943e-02
2.070000e+02	1.393914e-01	7.215896e-02	1.367717e-01	1.261074e-01	1.749652e-01	2.383587e-02	1.307219e-01	1.024993e-01	1.258137e-02	1.501711e-01	1.985796e-01	1.720345e-01	8.248103e-02	1.058127e-01	2.544302e-01	2.882395e-01	4.653967e-01	2.826107e-03	1.326761e-01	1.062722e-01	4.926674e-02
2.080000e+02	1.406747e-01	7.239791e-02	1.376079e-01	1.290396e-01	1.774511e-01	2.437975e-02	1.307879e-01	1.054212e-01	1.316796e-02	1.522081e-01	2.008432e-01	1.748384e-01	8.374429e-02	1.053890e-01	2.547967e-01	2.888357e-01	4.714453e-01	3.032594e-03	1.330822e-01	1.068856e-01	4.813871e-02
2.090000e+02	1.419352e-01	7.295776e-02	1.387391e-01	1.320994e-01	1.799009e-01	2.489059e-02	1.309834e-01	1.080773e-01	1.357524e-02	1.543173e-01	2.025755e-01	1.771911e-01	8.476051e-02	1.048864e-01	2.556176e-01	2.895957e-01	4.775645e-01	3.349113e-03	1.334459e-01	1.069839e-01	4.719191e-02
2.100000e+02	1.431580e-01	7.356095e-02	1.406213e-01	1.350801e-01	1.826396e-01	2.537900e-02	1.315881e-01	1.101801e-01	1.383922e-02	1.563679e-01	2.041395e-01	1.784702e-01	8.501999e-02	1.043455e-01	2.572067e-01	2.916098e-01	4.830664e-01	3.652320e-03	1.333494e-01	1.068761e-01	4.616688e-02
2.110000e+02	1.444340e-01	7.362367e-02	1.430330e-01	1.383489e-01	1.861987e-01	2.599390e-02	1.331527e-01	1.122734e-01	1.406479e-02	1.586446e-01	2.065365e-01	1.791843e-01	8.485703e-02	1.034498e-01	2.588142e-01	2.939572e-01	4.872795e-01	4.062837e-03	1.334991e-01	1.067389e-01	4.496652e-02
2.120000e+02	1.459159e-01	7.354369e-02	1.453953e-01	1.419675e-01	1.897749e-01	2.684074e-02	1.364200e-01	1.142528e-01	1.420419e-02	1.611988e-01	2.096814e-01	1.797890e-01	8.463902e-02	1.020151e-01	2.611334e-01	2.962472e-01	4.918830e-01	4.691741e-03	1.340010e-01	1.067753e-01	4.386370e-02
2.130000e+02	1.476302e-01	7.359534e-02	1.481973e-01	1.460504e-01	1.928167e-01	2.785821e-02	1.406016e-01	1.157354e-01	1.424820e-02	1.636330e-01	2.131235e-01	1.799556e-01	8.426668e-02	1.002768e-01	2.643019e-01	3.002929e-01	4.968039e-01	5.538905e-03	1.346133e-01	1.075592e-01	4.313590e-02
2.140000e+02	1.495686e-01	7.368600e-02	1.511730e-01	1.501509e-01	1.967011e-01	2.898269e-02	1.442205e-01	1.174079e-01	1.474806e-02	1.666993e-01	2.175914e-01	1.800753e-01	8.357985e-02	9.866501e-02	2.670094e-01	3.064646e-01	5.010042e-01	6.666654e-03	1.356392e-01	1.086980e-01	4.220795e-02
2.150000e+02	1.516070e-01	7.420008e-02	1.545867e-01	1.539909e-01	2.021477e-01	2.965354e-02	1.469800e-01	1.192803e-01	1.539948e-02	1.705281e-01	2.229522e-01	1.808316e-01	8.261580e-02	9.740210e-02	2.684430e-01	3.134149e-01	5.042149e-01	8.012986e-03	1.367013e-01	1.097236e-01	4.106188e-02
2.160000e+02	1.535300e-01	7.507825e-02	1.586591e-01	1.575757e-01	2.075974e-01	2.987530e-02	1.490982e-01	1.213733e-01	1.570831e-02	1.741573e-01	2.277009e-01	1.818799e-01	8.244758e-02	9.601697e-02	2.693930e-01	3.199881e-01	5.066709e-01	9.439965e-03	1.376260e-01	1.102587e-01	4.005486e-02
2.170000e+02	1.554291e-01	7.589587e-02	1.631901e-01	1.613898e-01	2.121793e-01	3.010477e-02	1.508472e-01	1.236088e-01	1.559114e-02	1.779135e-01	2.318022e-01	1.822634e-01	8.375114e-02	9.477971e-02	2.714035e-01	3.259337e-01	5.093214e-01	1.079090e-02	1.380811e-01	1.107555e-01	3.897910e-02
2.180000e+02	1.572394e-01	7.635034e-02	1.676192e-01	1.649015e-01	2.163180e-01	3.031969e-02	1.526536e-01	1.260110e-01	1.525192e-02	1.809947e-01	2.352893e-01	1.812621e-01	8.545020e-02	9.453163e-02	2.736188e-01	3.315496e-01	5.127801e-01	1.195217e-02	1.385498e-01	1.114363e-01	3.794835e-02
2.190000e+02	1.588730e-01	7.682815e-02	1.716365e-01	1.673780e-01	2.204251e-01	3.038459e-02	1.540834e-01	1.285202e-01	1.508204e-02	1.841332e-01	2.377792e-01	1.803872e-01	8.652783e-02	9.475341e-02	2.753787e-01	3.371072e-01	5.156260e-01	1.315901e-02	1.391611e-01	1.119884e-01	3.711989e-02
2.200000e+02	1.604345e-01	7.816803e-02	1.762383e-01	1.689308e-01	2.242778e-01	3.033430e-02	1.550500e-01	1.311439e-01	1.512065e-02	1.878426e-01	2.397548e-01	1.799868e-01	8.722384e-02	9.538020e-02	2.773574e-01	3.425382e-01	5.166236e-01	1.466334e-02	1.392511e-01	1.124558e-01	3.634917e-02
2.210000e+02	1.620350e-01	8.051569e-02	1.815260e-01	1.701447e-01	2.267884e-01	3.035778e-02	1.560441e-01	1.337728e-01	1.534743e-02	1.910341e-01	2.423815e-01	1.797097e-01	8.774329e-02	9.628633e-02	2.792178e-01	3.482905e-01	5.178439e-01	1.625608e-02	1.393422e-01	1.126010e-01	3.549630e-02
2.220000e+02	1.635729e-01	8.286870e-02	1.867456e-01	1.718453e-01	2.279447e-01	3.059383e-02	1.574974e-01	1.365798e-01	1.548689e-02	1.934288e-01	2.452771e-01	1.802506e-01	8.783353e-02	9.702027e-02	2.810346e-01	3.541964e-01	5.188945e-01	1.766655e-02	1.396064e-01	1.120025e-01	3.468486e-02
2.230000e+02	1.650187e-01	8.460221e-02	1.913415e-01	1.742683e-01	2.289452e-01	3.093012e-02	1.592133e-01	1.400000e-01	1.549531e-02	1.958607e-01	2.478442e-01	1.807767e-01	8.759725e-02	9.735320e-02	2.831109e-01	3.597342e-01	5.189707e-01	1.880960e-02	1.400663e-01	1.110287e-01	3.442606e-02
2.240000e+02	1.664433e-01	8.565324e-02	1.947448e-01	1.767415e-01	2.303639e-01	3.108090e-02	1.611296e-01	1.433711e-01	1.543871e-02	1.982873e-01	2.498948e-01	1.816910e-01	8.720462e-02	9.776471e-02	2.854786e-01	3.654812e-01	5.195123e-01	1.980906e-02	1.404670e-01	1.100068e-01	3.474558e-02
2.250000e+02	1.679014e-01	8.615828e-02	1.967807e-01	1.789808e-01	2.325463e-01	3.091674e-02	1.633481e-01	1.465524e-01	1.538244e-02	2.011334e-01	2.516372e-01	1.833148e-01	8.692147e-02	9.862398e-02	2.876034e-01	3.711756e-01	5.214340e-01	2.079092e-02	1.404898e-01	1.093249e-01	3.491336e-02
2.260000e+02	1.693283e-01	8.614214e-02	1.982012e-01	1.810344e-01	2.351430e-01	3.071986e-02	1.652252e-01	1.497800e-01	1.543436e-02	2.044668e-01	2.542196e-01	1.852850e-01	8.692246e-02	9.909120e-02	2.895308e-01	3.764751e-01	5.237596e-01	2.155527e-02	1.399686e-01	1.087781e-01	3.483350e-02
2.270000e+02	1.708179e-01	8.556918e-02	2.005212e-01	1.826414e-01	2.379754e-01	3.053172e-02	1.672307e-01	1.530061e-01	1.560051e-02	2.083363e-01	2.574081e-01	1.878963e-01	8.684935e-02	9.937653e-02	2.923769e-01	3.816359e-01	5.261561e-01	2.210979e-02	1.388221e-01	1.077036e-01	3.461085e-02
2.280000e+02	1.724656e-01	8.465959e-02	2.040561e-01	1.845436e-01	2.401684e-01	2.998859e-02	1.693209e-01	1.558642e-01	1.564956e-02	2.127872e-01	2.612006e-01	1.914937e-01	8.713164e-02	9.995282e-02	2.961628e-01	3.867600e-01	5.287424e-01	2.256517e-02	1.375534e-01	1.063434e-01	3.436823e-02
2.290000e+02	1.741343e-01	8.372823e-02	2.081965e-01	1.872779e-01	2.410919e-01	2.948448e-02	1.710587e-01	1.590197e-01	1.559635e-02	2.172215e-01	2.654262e-01	1.947755e-01	8.842915e-02	1.005767e-01	2.993346e-01	3.911382e-01	5.314217e-01	2.310103e-02	1.364271e-01	1.053643e-01	3.401655e-02
2.300000e+02	1.758176e-01	8.294849e-02	2.127523e-01	1.898991e-01	2.416575e-01	2.901663e-02	1.726993e-01	1.625368e-01	1.586541e-02	2.215117e-01	2.694195e-01	1.969188e-01	8.993348e-02	1.012435e-01	3.015784e-01	3.961062e-01	5.347962e-01	2.387646e-02	1.353408e-01	1.048207e-01	3.343164e-02
2.310000e+02	1.776474e-01	8.227145e-02	2.178639e-01	1.934529e-01	2.426987e-01	2.818345e-02	1.745535e-01	1.657371e-01	1.623025e-02	2.262487e-01	2.732511e-01	1.984409e-01	9.116766e-02	1.019075e-01	3.042023e-01	4.022841e-01	5.382106e-01	2.472030e-02	1.340332e-01	1.043147e-01	3.317526e-02
2.320000e+02	1.796436e-01	8.172944e-02	2.233681e-01	1.981025e-01	2.441656e-01	2.727206e-02	1.771485e-01	1.686585e-01	1.640161e-02	2.314339e-01	2.768045e-01	1.995639e-01	9.317086e-02	1.023638e-01	3.071836e-01	4.087692e-01	5.410101e-01	2.548438e-02	1.331224e-01	1.039039e-01	3.321539e-02
2.330000e+02	1.816382e-01	8.134397e-02	2.291461e-01	2.019104e-01	2.455027e-01	2.639488e-02	1.808679e-01	1.715917e-01	1.639139e-02	2.364750e-01	2.800543e-01	2.009333e-01	9.577403e-02	1.029646e-01	3.098693e-01	4.151016e-01	5.432766e-01	2.594511e-02	1.322942e-01	1.037527e-01	3.317512e-02
2.340000e+02	1.836227e-01	8.133879e-02	2.351161e-01	2.050611e-01	2.470550e-01	2.533769e-02	1.848813e-01	1.747098e-01	1.634167e-02	2.429796e-01	2.832677e-01	2.025114e-01	9.830811e-02	1.035083e-01	3.130230e-01	4.204134e-01	5.447213e-01	2.594639e-02	1.310786e-01	1.039046e-01	3.294939e-02
2.350000e+02	1.857373e-01	8.221850e-02	2.405156e-01	2.078458e-01	2.486256e-01	2.436309e-02	1.887185e-01	1.776386e-01	1.650910e-02	2.506534e-01	2.870206e-01	2.036499e-01	1.012448e-01	1.046406e-01	3.167328e-01	4.248325e-01	5.468436e-01	2.597985e-02	1.299444e-01	1.041066e-01	3.266207e-02
2.360000e+02	1.879114e-01	8.329672e-02	2.440486e-01	2.104505e-01	2.507017e-01	2.372594e-02	1.921625e-01	1.804355e-01	1.676111e-02	2.585000e-01	2.919964e-01	2.055462e-01	1.044583e-01	1.066121e-01	3.195177e-01	4.284295e-01	5.490072e-01	2.638501e-02	1.288496e-01	1.047078e-01	3.263504e-02
2.370000e+02	1.899069e-01	8.402073e-02	2.460540e-01	2.135389e-01	2.524862e-01	2.311800e-02	1.946699e-01	1.830665e-01	1.686968e-02	2.667533e-01	2.974693e-01	2.087418e-01	1.065720e-01	1.085949e-01	3.213679e-01	4.313856e-01	5.504128e-01	2.705167e-02	1.274215e-01	1.058078e-01	3.273466e-02
2.380000e+02	1.918453e-01	8.429132e-02	2.486192e-01	2.168132e-01	2.534975e-01	2.252949e-02	1.974427e-01	1.852920e-01	1.694289e-02	2.745935e-01	3.029419e-01	2.120775e-01	1.075423e-01	1.100521e-01	3.232170e-01	4.345434e-01	5.533087e-01	2.765124e-02	1.260188e-01	1.067814e-01	3.274979e-02
2.390000e+02	1.938562e-01	8.434271e-02	2.520303e-01	2.200015e-01	2.554410e-01	2.214970e-02	1.999121e-01	1.868642e-01	1.696307e-02	2.807801e-01	3.087977e-01	2.156876e-01	1.081184e-01	1.107697e-01	3.250836e-01	4.384111e-01	5.580497e-01	2.797083e-02	1.248374e-01	1.082436e-01	3.266938e-02
2.400000e+02	1.957302e-01	8.442450e-02	2.548755e-01	2.229095e-01	2.574338e-01	2.189161e-02	2.007228e-01	1.881252e-01	1.725564e-02	2.861016e-01	3.147836e-01	2.193950e-01	1.081320e-01	1.112305e-01	3.263511e-01	4.426200e-01	5.633670e-01	2.817208e-02	1.239672e-01	1.100399e-01	3.280637e-02
2.410000e+02	1.975155e-01	8.461758e-02	2.568204e-01	2.251985e-01	2.588955e-01	2.138835e-02	2.013117e-01	1.898767e-01	1.808919e-02	2.905233e-01	3.215293e-01	2.224718e-01	1.074976e-01	1.113959e-01	3.268252e-01	4.479908e-01	5.696679e-01	2.828511e-02	1.236220e-01	1.113084e-01	3.299443e-02
2.420000e+02	1.993479e-01	8.484175e-02	2.587532e-01	2.266916e-01	2.602546e-01	2.073868e-02	2.033520e-01	1.918117e-01	1.937376e-02	2.938625e-01	3.289506e-01	2.256768e-01	1.067805e-01	1.117881e-01	3.270764e-01	4.526790e-01	5.774271e-01	2.813565e-02	1.234666e-01	1.126835e-01	3.261369e-02
2.430000e+02	2.011746e-01	8.474950e-02	2.610612e-01	2.284043e-01	2.616790e-01	2.043662e-02	2.066357e-01	1.934420e-01	2.106197e-02	2.978850e-01	3.372696e-01	2.290648e-01	1.058024e-01	1.121246e-01	3.274554e-01	4.549788e-01	5.845746e-01	2.769617e-02	1.231512e-01	1.139783e-01	3.204135e-02
2.440000e+02	2.029417e-01	8.499514e-02	2.634368e-01	2.312041e-01	2.638407e-01	2.030151e-02	2.093373e-01	1.948711e-01	2.248262e-02	3.026608e-01	3.463643e-01	2.317824e-01	1.046700e-01	1.120610e-01	3.279742e-01	4.570730e-01	5.894843e-01	2.729088e-02	1.225150e-01	1.148271e-01	3.166155e-02
2.450000e+02	2.047944e-01	8.560274e-02	2.664682e-01	2.338800e-01	2.667119e-01	2.010937e-02	2.111630e-01	1.966441e-01	2.336553e-02	3.080174e-01	3.562989e-01	2.340363e-01	1.034513e-01	1.122565e-01	3.287672e-01	4.597242e-01	5.941516e-01	2.723059e-02	1.217682e-01	1.148960e-01	3.134444e-02
2.460000e+02	2.067828e-01	8.641980e-02	2.699718e-01	2.354149e-01	2.704172e-01	2.015208e-02	2.131378e-01	1.983897e-01	2.437308e-02	3.150053e-01	3.662799e-01	2.366837e-01	1.023501e-01	1.130694e-01	3.289451e-01	4.621506e-01	5.991266e-01	2.721955e-02	1.207543e-01	1.146992e-01	3.109481e-02
2.470000e+02	2.087844e-01	8.720870e-02	2.732075e-01	2.361489e-01	2.749602e-01	2.043663e-02	2.151674e-01	2.003948e-01	2.541979e-02	3.220174e-01	3.756117e-01	2.391512e-01	1.014854e-01	1.138435e-01	3.287708e-01	4.647790e-01	6.033403e-01	2.706932e-02	1.204281e-01	1.154932e-01	3.075501e-02
2.480000e+02	2.107236e-01	8.829889e-02	2.760785e-01	2.369039e-01	2.791393e-01	2.082133e-02	2.168120e-01	2.034045e-01	2.621176e-02	3.282979e-01	3.845492e-01	2.406378e-01	1.006847e-01	1.139281e-01	3.294578e-01	4.671818e-01	6.076352e-01	2.689416e-02	1.209266e-01	1.163020e-01	3.030688e-02
2.490000e+02	2.129331e-01	9.041104e-02	2.785953e-01	2.383404e-01	2.826631e-01	2.104335e-02	2.191649e-01	2.076587e-01	2.693933e-02	3.355556e-01	3.929656e-01	2.418925e-01	1.007273e-01	1.139770e-01	3.313336e-01	4.692086e-01	6.133455e-01	2.691177e-02	1.214310e-01	1.163763e-01	3.012115e-02
2.500000e+02	2.152795e-01	9.295510e-02	2.811689e-01	2.394894e-01	2.854419e-01	2.100324e-02	2.224280e-01	2.121891e-01	2.744431e-02	3.437590e-01	4.018307e-01	2.423717e-01	1.014658e-01	1.139614e-01	3.328919e-01	4.712910e-01	6.197055e-01	2.734119e-02	1.220045e-01	1.166684e-01	3.017875e-02
2.510000e+02	2.175104e-01	9.531066e-02	2.839463e-01	2.399006e-01	2.875319e-01	2.085455e-02	2.256416e-01	2.159645e-01	2.774310e-02	3.519624e-01	4.121878e-01	2.423917e-01	1.020969e-01	1.138714e-01	3.329606e-01	4.740661e-01	6.252499e-01	2.812774e-02	1.226497e-01	1.173055e-01	3.044413e-02
2.520000e+02	2.197683e-01	9.724796e-02	2.865559e-01	2.410245e-01	2.896554e-01	2.093776e-02	2.280016e-01	2.201456e-01	2.802121e-02	3.599865e-01	4.235310e-01	2.420158e-01	1.028173e-01	1.134272e-01	3.332943e-01	4.764704e-01	6.314121e-01	2.894285e-02	1.231411e-01	1.179104e-01	3.082738e-02
2.530000e+02	2.219827e-01	9.889088e-02	2.892473e-01	2.429024e-01	2.913126e-01	2.128924e-02	2.298128e-01	2.252307e-01	2.827135e-02	3.678545e-01	4.345288e-01	2.404867e-01	1.037557e-01	1.127310e-01	3.332829e-01	4.785258e-01	6.391938e-01	2.981119e-02	1.230702e-01	1.182884e-01	3.116725e-02
