# Temps	MSD_moyen	Sim_0	Sim_1	Sim_2	Sim_3	Sim_4	Sim_5	Sim_6	Sim_7	Sim_8	Sim_9	Sim_10	Sim_11	Sim_12	Sim_13	Sim_14	Sim_15	Sim_16	Sim_17	Sim_18	Sim_19
0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
1.000000e+00	2.717570e-06	1.574394e-06	4.098231e-07	4.287546e-07	2.543319e-06	3.880802e-06	5.215711e-07	6.222485e-07	3.042722e-06	1.618020e-06	3.770774e-07	2.665768e-06	1.005156e-06	4.791548e-06	7.925173e-06	2.974466e-06	7.151101e-06	3.275292e-06	4.540366e-07	4.585739e-06	4.504388e-06
2.000000e+00	1.344228e-05	7.516937e-06	5.204811e-06	2.695564e-06	6.980600e-06	2.298407e-05	2.116034e-07	4.410545e-06	1.220995e-05	1.186184e-05	2.960422e-06	8.415081e-06	1.106889e-05	2.218294e-05	4.299885e-05	1.497528e-05	3.500322e-05	1.360088e-05	1.989147e-06	1.596620e-05	2.560884e-05
3.000000e+00	3.316585e-05	1.665515e-05	1.102676e-05	1.914898e-05	1.249065e-05	4.355571e-05	3.216686e-06	1.383496e-05	3.523904e-05	3.308005e-05	7.379664e-06	1.835103e-05	4.562234e-05	5.371433e-05	1.001178e-04	3.457787e-05	7.681175e-05	3.428354e-05	3.443062e-06	4.072567e-05	6.004205e-05
4.000000e+00	6.115807e-05	2.931101e-05	1.090206e-05	4.211014e-05	2.388422e-05	7.504329e-05	1.176768e-05	3.029020e-05	8.849823e-05	5.455630e-05	1.270671e-05	3.361494e-05	9.006012e-05	1.146946e-04	1.544636e-04	4.545400e-05	1.257694e-04	6.984439e-05	3.957688e-06	9.173732e-05	1.144955e-04
5.000000e+00	1.009548e-04	4.292729e-05	1.055539e-05	5.568358e-05	4.666275e-05	1.175538e-04	2.329048e-05	4.690638e-05	1.806676e-04	8.070436e-05	2.326445e-05	5.748748e-05	1.452087e-04	1.996723e-04	2.069704e-04	5.169804e-05	1.933963e-04	1.330000e-04	1.010582e-05	1.777809e-04	2.155597e-04
6.000000e+00	1.550831e-04	5.671912e-05	1.170397e-05	6.133182e-05	7.130564e-05	1.690325e-04	4.508989e-05	8.339519e-05	2.912935e-04	1.131868e-04	4.714011e-05	7.996040e-05	2.175002e-04	3.057623e-04	2.557241e-04	6.403504e-05	2.709211e-04	2.196998e-04	2.262988e-05	3.098558e-04	4.053751e-04
7.000000e+00	2.182996e-04	7.496103e-05	1.323707e-05	6.051452e-05	1.106103e-04	2.372119e-04	7.552001e-05	1.366550e-04	3.598252e-04	1.572258e-04	7.824760e-05	1.201401e-04	2.874994e-04	4.626827e-04	3.003177e-04	8.542810e-05	3.808967e-04	2.861363e-04	3.991165e-05	4.642154e-04	6.347556e-04
8.000000e+00	2.828676e-04	8.865656e-05	1.526593e-05	7.257274e-05	1.685307e-04	2.945082e-04	9.772697e-05	1.649304e-04	3.981726e-04	2.017782e-04	1.020241e-04	1.699027e-04	3.528016e-04	6.463134e-04	3.618865e-04	1.318537e-04	5.865401e-04	3.189907e-04	6.953112e-05	6.228946e-04	7.924713e-04
9.000000e+00	3.470499e-04	1.016512e-04	1.570614e-05	1.149935e-04	2.325574e-04	3.398718e-04	1.342356e-04	1.624338e-04	4.371665e-04	2.049577e-04	1.036580e-04	1.978988e-04	4.249212e-04	8.352922e-04	4.219440e-04	1.923847e-04	8.657289e-04	3.308570e-04	1.206910e-04	7.933665e-04	9.106826e-04
1.000000e+01	4.050035e-04	1.300443e-04	3.750362e-05	1.810286e-04	2.805132e-04	3.601842e-04	1.882710e-04	1.647891e-04	5.066855e-04	1.841901e-04	8.263613e-05	2.120068e-04	4.843776e-04	1.048143e-03	4.153370e-04	2.386676e-04	1.126003e-03	3.146158e-04	2.098286e-04	9.517580e-04	9.834878e-04
1.100000e+01	4.692994e-04	1.858660e-04	1.211960e-04	2.729007e-04	2.741908e-04	3.653358e-04	2.509703e-04	1.939285e-04	6.036716e-04	2.019135e-04	5.958350e-05	2.407296e-04	5.150476e-04	1.311295e-03	3.544030e-04	2.840338e-04	1.374888e-03	2.974170e-04	3.569334e-04	1.079806e-03	1.041878e-03
1.200000e+01	5.525948e-04	2.695296e-04	2.813889e-04	3.539847e-04	2.383797e-04	3.663915e-04	3.220847e-04	2.447444e-04	6.981841e-04	2.580060e-04	4.905899e-05	2.795243e-04	5.349966e-04	1.665740e-03	2.966559e-04	3.775987e-04	1.642722e-03	3.022519e-04	5.765516e-04	1.165246e-03	1.128857e-03
1.300000e+01	6.697242e-04	3.745370e-04	5.054864e-04	4.234333e-04	2.068434e-04	3.899716e-04	4.021397e-04	2.923534e-04	8.166030e-04	3.157534e-04	5.239680e-05	2.976763e-04	5.869426e-04	2.202621e-03	2.893292e-04	5.552764e-04	1.877087e-03	3.636655e-04	8.446128e-04	1.311462e-03	1.286293e-03
1.400000e+01	8.190432e-04	4.830977e-04	7.568473e-04	5.198307e-04	2.059081e-04	4.476081e-04	5.116264e-04	3.655469e-04	9.547401e-04	3.797965e-04	6.204014e-05	2.982856e-04	6.890057e-04	2.837426e-03	3.141883e-04	8.363911e-04	2.081527e-03	4.612806e-04	1.118395e-03	1.545432e-03	1.511890e-03
1.500000e+01	9.804058e-04	5.705114e-04	9.707410e-04	6.639550e-04	2.448216e-04	5.250582e-04	6.121514e-04	4.736225e-04	1.121805e-03	4.736725e-04	7.834784e-05	3.307460e-04	8.091911e-04	3.372685e-03	3.469758e-04	1.194687e-03	2.343454e-03	5.481641e-04	1.362972e-03	1.816649e-03	1.747906e-03
1.600000e+01	1.148013e-03	6.406945e-04	1.173017e-03	8.776509e-04	3.047684e-04	6.540862e-04	6.871464e-04	5.394821e-04	1.279547e-03	5.734840e-04	1.197375e-04	3.892446e-04	9.030499e-04	3.812351e-03	4.231399e-04	1.575404e-03	2.554666e-03	6.108250e-04	1.621984e-03	2.185513e-03	2.034471e-03
1.700000e+01	1.313679e-03	7.200953e-04	1.420216e-03	1.142306e-03	3.749158e-04	8.191088e-04	7.461108e-04	6.021776e-04	1.464853e-03	6.425734e-04	1.899528e-04	4.324499e-04	9.648398e-04	4.180246e-03	5.573606e-04	1.950376e-03	2.630493e-03	5.875835e-04	1.924789e-03	2.575255e-03	2.347882e-03
1.800000e+01	1.491586e-03	8.503457e-04	1.667803e-03	1.370521e-03	4.625288e-04	9.927796e-04	7.949408e-04	7.063479e-04	1.733154e-03	7.307279e-04	2.904559e-04	4.806802e-04	1.067517e-03	4.594650e-03	7.563061e-04	2.240223e-03	2.811750e-03	4.893867e-04	2.195535e-03	2.949287e-03	2.646770e-03
1.900000e+01	1.669306e-03	1.000619e-03	1.883101e-03	1.518906e-03	5.639577e-04	1.172896e-03	8.526513e-04	7.999981e-04	2.030112e-03	8.475089e-04	4.192358e-04	5.723815e-04	1.215236e-03	5.118181e-03	1.024053e-03	2.404626e-03	3.042429e-03	3.680576e-04	2.377383e-03	3.305949e-03	2.868832e-03
2.000000e+01	1.831842e-03	1.127098e-03	2.052485e-03	1.638112e-03	6.523645e-04	1.316176e-03	9.122668e-04	9.012666e-04	2.326610e-03	9.815543e-04	5.499761e-04	7.057075e-04	1.345503e-03	5.588458e-03	1.326337e-03	2.538249e-03	3.310277e-03	2.649376e-04	2.501436e-03	3.577685e-03	3.020331e-03
2.100000e+01	1.988891e-03	1.240302e-03	2.182314e-03	1.776765e-03	7.318378e-04	1.447178e-03	9.729271e-04	1.003896e-03	2.626743e-03	1.106955e-03	6.606853e-04	8.293123e-04	1.478851e-03	6.057129e-03	1.691572e-03	2.718639e-03	3.780086e-03	1.976414e-04	2.558746e-03	3.763754e-03	2.952491e-03
2.200000e+01	2.153050e-03	1.381877e-03	2.265043e-03	1.853060e-03	7.982740e-04	1.605762e-03	1.025385e-03	1.085206e-03	2.926632e-03	1.162616e-03	7.649544e-04	9.677789e-04	1.694278e-03	6.641249e-03	2.090412e-03	2.977261e-03	4.470316e-03	1.424076e-04	2.545749e-03	3.890876e-03	2.771859e-03
2.300000e+01	2.337259e-03	1.555637e-03	2.331897e-03	1.883056e-03	8.282157e-04	1.824728e-03	1.109576e-03	1.148509e-03	3.258626e-03	1.211706e-03	8.706630e-04	1.139056e-03	1.972829e-03	7.290726e-03	2.403530e-03	3.223649e-03	5.277318e-03	1.076360e-04	2.542546e-03	4.093984e-03	2.671290e-03
2.400000e+01	2.538544e-03	1.747797e-03	2.431400e-03	1.950823e-03	8.540772e-04	2.092208e-03	1.264770e-03	1.195544e-03	3.560640e-03	1.357705e-03	9.719718e-04	1.280016e-03	2.243838e-03	8.083783e-03	2.644064e-03	3.379016e-03	5.954548e-03	1.041330e-04	2.645317e-03	4.443713e-03	2.565516e-03
2.500000e+01	2.758495e-03	1.953646e-03	2.484166e-03	2.064130e-03	9.185406e-04	2.331660e-03	1.437010e-03	1.205181e-03	3.894900e-03	1.601473e-03	1.090959e-03	1.455646e-03	2.492682e-03	9.056789e-03	2.892691e-03	3.472934e-03	6.517030e-03	1.157572e-04	2.798610e-03	4.897201e-03	2.488892e-03
2.600000e+01	2.986883e-03	2.143604e-03	2.426432e-03	2.132961e-03	1.041197e-03	2.590613e-03	1.630400e-03	1.177802e-03	4.311488e-03	1.925525e-03	1.229753e-03	1.687189e-03	2.717946e-03	1.008487e-02	3.091906e-03	3.585548e-03	7.136887e-03	1.257981e-04	2.944929e-03	5.376129e-03	2.376676e-03
2.700000e+01	3.218898e-03	2.344254e-03	2.301807e-03	2.139964e-03	1.296906e-03	2.878973e-03	1.850841e-03	1.209559e-03	4.583515e-03	2.308872e-03	1.385401e-03	1.868772e-03	2.913059e-03	1.115372e-02	3.246224e-03	3.780541e-03	7.809352e-03	1.373219e-04	3.179117e-03	5.700842e-03	2.288913e-03
2.800000e+01	3.454536e-03	2.663886e-03	2.223330e-03	2.219554e-03	1.702499e-03	3.188276e-03	2.029564e-03	1.285354e-03	4.651190e-03	2.645874e-03	1.561870e-03	1.964829e-03	3.045657e-03	1.226721e-02	3.432955e-03	4.006666e-03	8.356767e-03	1.515804e-04	3.473551e-03	5.944635e-03	2.275477e-03
2.900000e+01	3.692174e-03	3.162278e-03	2.205241e-03	2.304890e-03	2.098160e-03	3.528927e-03	2.194971e-03	1.329974e-03	4.723138e-03	2.941725e-03	1.744122e-03	2.071542e-03	3.083021e-03	1.316334e-02	3.701973e-03	4.233665e-03	8.863777e-03	1.420137e-04	3.876468e-03	6.181123e-03	2.293123e-03
3.000000e+01	3.949552e-03	3.667685e-03	2.218095e-03	2.389972e-03	2.482404e-03	3.808518e-03	2.360916e-03	1.401685e-03	4.866388e-03	3.215354e-03	1.936800e-03	2.247544e-03	3.045173e-03	1.390756e-02	4.074547e-03	4.638690e-03	9.493874e-03	1.295509e-04	4.405422e-03	6.359909e-03	2.340954e-03
3.100000e+01	4.228559e-03	4.073377e-03	2.228269e-03	2.569576e-03	2.799343e-03	4.076291e-03	2.517562e-03	1.483845e-03	5.096181e-03	3.476624e-03	2.144698e-03	2.468325e-03	2.978854e-03	1.456150e-02	4.470154e-03	5.210752e-03	1.038287e-02	1.367143e-04	5.009084e-03	6.453415e-03	2.433754e-03
3.200000e+01	4.527018e-03	4.525353e-03	2.183724e-03	2.747075e-03	3.125263e-03	4.345874e-03	2.638195e-03	1.552013e-03	5.471395e-03	3.740386e-03	2.331539e-03	2.648566e-03	2.908809e-03	1.528782e-02	4.794410e-03	5.794535e-03	1.149724e-02	1.362147e-04	5.661269e-03	6.575421e-03	2.575251e-03
3.300000e+01	4.858484e-03	4.938525e-03	2.192014e-03	2.958019e-03	3.561746e-03	4.636354e-03	2.690000e-03	1.675115e-03	5.996075e-03	4.000315e-03	2.446825e-03	2.837110e-03	2.910903e-03	1.630170e-02	5.041703e-03	6.360176e-03	1.256161e-02	1.327681e-04	6.335475e-03	6.813785e-03	2.779466e-03
3.400000e+01	5.197568e-03	5.195335e-03	2.199597e-03	3.204279e-03	3.872162e-03	5.016368e-03	2.773915e-03	1.813594e-03	6.563060e-03	4.164639e-03	2.512286e-03	3.107784e-03	3.019339e-03	1.745579e-02	5.326627e-03	6.887943e-03	1.355473e-02	1.291929e-04	6.973244e-03	7.146576e-03	3.034911e-03
3.500000e+01	5.552358e-03	5.429689e-03	2.091167e-03	3.509434e-03	4.011504e-03	5.475238e-03	2.850479e-03	1.917440e-03	7.006801e-03	4.269704e-03	2.621695e-03	3.451900e-03	3.196389e-03	1.879433e-02	5.728427e-03	7.629249e-03	1.446292e-02	1.400479e-04	7.495640e-03	7.595475e-03	3.369643e-03
3.600000e+01	5.926559e-03	5.677394e-03	1.918976e-03	3.919901e-03	4.062651e-03	5.993100e-03	2.779542e-03	2.050472e-03	7.383757e-03	4.409015e-03	2.855946e-03	3.870350e-03	3.332496e-03	2.042325e-02	6.044000e-03	8.511566e-03	1.527715e-02	1.787359e-04	7.976949e-03	8.089235e-03	3.776698e-03
3.700000e+01	6.313890e-03	5.847648e-03	1.708059e-03	4.315869e-03	4.091581e-03	6.698045e-03	2.627502e-03	2.119910e-03	7.809639e-03	4.571788e-03	3.201526e-03	4.449019e-03	3.384190e-03	2.228904e-02	6.159388e-03	9.248280e-03	1.614783e-02	2.354858e-04	8.610468e-03	8.599930e-03	4.162604e-03
3.800000e+01	6.741844e-03	6.076138e-03	1.557086e-03	4.565978e-03	4.151965e-03	7.518480e-03	2.522819e-03	2.022946e-03	8.376763e-03	4.849876e-03	3.549734e-03	5.130239e-03	3.449203e-03	2.407933e-02	6.279246e-03	1.005987e-02	1.720100e-02	3.218810e-04	9.398019e-03	9.242483e-03	4.483828e-03
3.900000e+01	7.204820e-03	6.442361e-03	1.473110e-03	4.749999e-03	4.303353e-03	8.242379e-03	2.479716e-03	1.876579e-03	9.147364e-03	5.174861e-03	3.925565e-03	5.781191e-03	3.493648e-03	2.548775e-02	6.536293e-03	1.110506e-02	1.835581e-02	4.257948e-04	1.031494e-02	9.974335e-03	4.806286e-03
4.000000e+01	7.664368e-03	6.944717e-03	1.383995e-03	4.930490e-03	4.635489e-03	8.782015e-03	2.431362e-03	1.815062e-03	9.976533e-03	5.499396e-03	4.413578e-03	6.321383e-03	3.519136e-03	2.664677e-02	6.769904e-03	1.203489e-02	1.941275e-02	5.157402e-04	1.130107e-02	1.075474e-02	5.198331e-03
4.100000e+01	8.112966e-03	7.528825e-03	1.328762e-03	5.111512e-03	5.090798e-03	9.144269e-03	2.319056e-03	1.855915e-03	1.065480e-02	5.953178e-03	4.912701e-03	6.648637e-03	3.593609e-03	2.816858e-02	6.853113e-03	1.277616e-02	2.048863e-02	6.003159e-04	1.214223e-02	1.153044e-02	5.557783e-03
4.200000e+01	8.578242e-03	7.991779e-03	1.336740e-03	5.310054e-03	5.423112e-03	9.475481e-03	2.161266e-03	1.893645e-03	1.117762e-02	6.456282e-03	5.527530e-03	7.008256e-03	3.675169e-03	2.990688e-02	7.058691e-03	1.366696e-02	2.157929e-02	6.647476e-04	1.296967e-02	1.245936e-02	5.822308e-03
4.300000e+01	9.061679e-03	8.297947e-03	1.339387e-03	5.388616e-03	5.639407e-03	9.776233e-03	1.991292e-03	1.983296e-03	1.155575e-02	6.919905e-03	6.340984e-03	7.633657e-03	3.784557e-03	3.153272e-02	7.683186e-03	1.473002e-02	2.237403e-02	7.186501e-04	1.387117e-02	1.370872e-02	5.964068e-03
4.400000e+01	9.551654e-03	8.628192e-03	1.264308e-03	5.398508e-03	5.837417e-03	1.021169e-02	1.811448e-03	2.131061e-03	1.185986e-02	7.504762e-03	7.095322e-03	8.576274e-03	3.887524e-03	3.309406e-02	8.458235e-03	1.577468e-02	2.300537e-02	8.140024e-04	1.464713e-02	1.500663e-02	6.026609e-03
4.500000e+01	1.004697e-02	9.000174e-03	1.195668e-03	5.435552e-03	6.072630e-03	1.082990e-02	1.749179e-03	2.232264e-03	1.207015e-02	8.086746e-03	7.704464e-03	9.731954e-03	3.925493e-03	3.461587e-02	9.237002e-03	1.687765e-02	2.368682e-02	9.271318e-04	1.530033e-02	1.621102e-02	6.049490e-03
4.600000e+01	1.059148e-02	9.358510e-03	1.251763e-03	5.586020e-03	6.361676e-03	1.151720e-02	1.805380e-03	2.304180e-03	1.243189e-02	8.630015e-03	8.208830e-03	1.095161e-02	3.942653e-03	3.619847e-02	1.016611e-02	1.802517e-02	2.449397e-02	1.029854e-03	1.590235e-02	1.751686e-02	6.147010e-03
4.700000e+01	1.116565e-02	9.770411e-03	1.413187e-03	5.893074e-03	6.759600e-03	1.222832e-02	1.813038e-03	2.401850e-03	1.295059e-02	9.267719e-03	8.636053e-03	1.222840e-02	4.079542e-03	3.748890e-02	1.099755e-02	1.910220e-02	2.554814e-02	1.121130e-03	1.634491e-02	1.889089e-02	6.377462e-03
4.800000e+01	1.171926e-02	1.027382e-02	1.561692e-03	6.165453e-03	7.335454e-03	1.295998e-02	1.712171e-03	2.459490e-03	1.339742e-02	9.883330e-03	9.114178e-03	1.360173e-02	4.284314e-03	3.815545e-02	1.166340e-02	2.022612e-02	2.683162e-02	1.205936e-03	1.668818e-02	2.027400e-02	6.591512e-03
4.900000e+01	1.227403e-02	1.098671e-02	1.689216e-03	6.408334e-03	8.018254e-03	1.372481e-02	1.562108e-03	2.435273e-03	1.388538e-02	1.041823e-02	9.694649e-03	1.493305e-02	4.554865e-03	3.827431e-02	1.231617e-02	2.150366e-02	2.817771e-02	1.299446e-03	1.704922e-02	2.169383e-02	6.855379e-03
5.000000e+01	1.280383e-02	1.188770e-02	1.799738e-03	6.726116e-03	8.623334e-03	1.455401e-02	1.431194e-03	2.367500e-03	1.432998e-02	1.102261e-02	1.034607e-02	1.593826e-02	4.883909e-03	3.821665e-02	1.303951e-02	2.270565e-02	2.928934e-02	1.384117e-03	1.732362e-02	2.304713e-02	7.160163e-03
5.100000e+01	1.331966e-02	1.267094e-02	1.883285e-03	6.987343e-03	9.110626e-03	1.550269e-02	1.340789e-03	2.313152e-03	1.487235e-02	1.177525e-02	1.107265e-02	1.671904e-02	5.065939e-03	3.831490e-02	1.421891e-02	2.354376e-02	3.037833e-02	1.405631e-03	1.738447e-02	2.440286e-02	7.430253e-03
5.200000e+01	1.387541e-02	1.332259e-02	1.970442e-03	7.082577e-03	9.622553e-03	1.675341e-02	1.246493e-03	2.311454e-03	1.557543e-02	1.249941e-02	1.179885e-02	1.748324e-02	5.111210e-03	3.869754e-02	1.583632e-02	2.414975e-02	3.165211e-02	1.398248e-03	1.735434e-02	2.595348e-02	7.688658e-03
5.300000e+01	1.447105e-02	1.408994e-02	2.086116e-03	7.044939e-03	1.030490e-02	1.818041e-02	1.164164e-03	2.353467e-03	1.645997e-02	1.322048e-02	1.225489e-02	1.805909e-02	5.102919e-03	3.915903e-02	1.759362e-02	2.499393e-02	3.317096e-02	1.417483e-03	1.730361e-02	2.764508e-02	7.816011e-03
5.400000e+01	1.512308e-02	1.499732e-02	2.241664e-03	6.912303e-03	1.118883e-02	1.950070e-02	1.120794e-03	2.471085e-03	1.737006e-02	1.390872e-02	1.254290e-02	1.848140e-02	5.061924e-03	3.982549e-02	1.972014e-02	2.601978e-02	3.482350e-02	1.469968e-03	1.733058e-02	2.946410e-02	8.010370e-03
5.500000e+01	1.577728e-02	1.597096e-02	2.407774e-03	6.761332e-03	1.222040e-02	2.062171e-02	1.075005e-03	2.611212e-03	1.802045e-02	1.455235e-02	1.286538e-02	1.885974e-02	4.927048e-03	4.054835e-02	2.228835e-02	2.710238e-02	3.616488e-02	1.560579e-03	1.740337e-02	3.144792e-02	8.136322e-03
5.600000e+01	1.636576e-02	1.710514e-02	2.669351e-03	6.564317e-03	1.336425e-02	2.157255e-02	1.023381e-03	2.676853e-03	1.832653e-02	1.522267e-02	1.315507e-02	1.913332e-02	4.754913e-03	4.117886e-02	2.500482e-02	2.795246e-02	3.740170e-02	1.656723e-03	1.727229e-02	3.328309e-02	7.996862e-03
5.700000e+01	1.695114e-02	1.826981e-02	2.903116e-03	6.327010e-03	1.453544e-02	2.241994e-02	1.006557e-03	2.731439e-03	1.856035e-02	1.582735e-02	1.345103e-02	1.955586e-02	4.681399e-03	4.203853e-02	2.754166e-02	2.874724e-02	3.905891e-02	1.818005e-03	1.694721e-02	3.489379e-02	7.708248e-03
5.800000e+01	1.757894e-02	1.926086e-02	3.042103e-03	6.220313e-03	1.568035e-02	2.329565e-02	1.067357e-03	2.881381e-03	1.902674e-02	1.653672e-02	1.376070e-02	2.022816e-02	4.694122e-03	4.275350e-02	2.992574e-02	2.968918e-02	4.084300e-02	2.053720e-03	1.680213e-02	3.626907e-02	7.547933e-03
5.900000e+01	1.822051e-02	2.014556e-02	3.162470e-03	6.277898e-03	1.658554e-02	2.426142e-02	1.114878e-03	3.105934e-03	1.970822e-02	1.750048e-02	1.423900e-02	2.093655e-02	4.744793e-03	4.288887e-02	3.242716e-02	3.085144e-02	4.237618e-02	2.381571e-03	1.672552e-02	3.733857e-02	7.638204e-03
6.000000e+01	1.887466e-02	2.096467e-02	3.349792e-03	6.351418e-03	1.696268e-02	2.512563e-02	1.177962e-03	3.287638e-03	2.041378e-02	1.863176e-02	1.474262e-02	2.163597e-02	4.807256e-03	4.295713e-02	3.514730e-02	3.220609e-02	4.395195e-02	2.803879e-03	1.662157e-02	3.862075e-02	7.733412e-03
6.100000e+01	1.953116e-02	2.165631e-02	3.648832e-03	6.395197e-03	1.690333e-02	2.583287e-02	1.283370e-03	3.476984e-03	2.073529e-02	1.967393e-02	1.506487e-02	2.235704e-02	4.912989e-03	4.358632e-02	3.783660e-02	3.318920e-02	4.566261e-02	3.325761e-03	1.684446e-02	4.042732e-02	7.809849e-03
6.200000e+01	2.018448e-02	2.238312e-02	3.966151e-03	6.355241e-03	1.677086e-02	2.620242e-02	1.443964e-03	3.866724e-03	2.079432e-02	2.050641e-02	1.521417e-02	2.308563e-02	5.181474e-03	4.442240e-02	4.053774e-02	3.399355e-02	4.783958e-02	3.792004e-03	1.728257e-02	4.225017e-02	7.801151e-03
6.300000e+01	2.082097e-02	2.302566e-02	4.329527e-03	6.371936e-03	1.659271e-02	2.632764e-02	1.685314e-03	4.336424e-03	2.092545e-02	2.125485e-02	1.530058e-02	2.385206e-02	5.529463e-03	4.522558e-02	4.299525e-02	3.477622e-02	5.015061e-02	4.241699e-03	1.790943e-02	4.375270e-02	7.836294e-03
6.400000e+01	2.144329e-02	2.338738e-02	4.709953e-03	6.524013e-03	1.645706e-02	2.651375e-02	1.944757e-03	4.790079e-03	2.113478e-02	2.202392e-02	1.539691e-02	2.473756e-02	5.821142e-03	4.610466e-02	4.517107e-02	3.547872e-02	5.199333e-02	4.744929e-03	1.884430e-02	4.511854e-02	7.968933e-03
6.500000e+01	2.205952e-02	2.361396e-02	5.128319e-03	6.724721e-03	1.650277e-02	2.683833e-02	2.168037e-03	5.279799e-03	2.134635e-02	2.304187e-02	1.568182e-02	2.578802e-02	6.139665e-03	4.686205e-02	4.731625e-02	3.619612e-02	5.328395e-02	5.274862e-03	1.982347e-02	4.601281e-02	8.167245e-03
6.600000e+01	2.272871e-02	2.354688e-02	5.690397e-03	6.948449e-03	1.664731e-02	2.732998e-02	2.301327e-03	5.800068e-03	2.163123e-02	2.397588e-02	1.622395e-02	2.676517e-02	6.587800e-03	4.817108e-02	4.967636e-02	3.719927e-02	5.430668e-02	6.016902e-03	2.079967e-02	4.655892e-02	8.396812e-03
6.700000e+01	2.344566e-02	2.335645e-02	6.312822e-03	7.134562e-03	1.693715e-02	2.790705e-02	2.339398e-03	6.254930e-03	2.204260e-02	2.465529e-02	1.657136e-02	2.755977e-02	7.029508e-03	4.994615e-02	5.251582e-02	3.820101e-02	5.534112e-02	6.961485e-03	2.189932e-02	4.743740e-02	8.509995e-03
6.800000e+01	2.412533e-02	2.336080e-02	6.944510e-03	7.381563e-03	1.721952e-02	2.872361e-02	2.375137e-03	6.727093e-03	2.256616e-02	2.515905e-02	1.697367e-02	2.841658e-02	7.346677e-03	5.104572e-02	5.538576e-02	3.901467e-02	5.623269e-02	7.851017e-03	2.278888e-02	4.848850e-02	8.505018e-03
6.900000e+01	2.479823e-02	2.362091e-02	7.795023e-03	7.770840e-03	1.753751e-02	2.982869e-02	2.470600e-03	7.215017e-03	2.284771e-02	2.547390e-02	1.775279e-02	2.948058e-02	7.611828e-03	5.173108e-02	5.838910e-02	3.998389e-02	5.677585e-02	8.534012e-03	2.347766e-02	4.913768e-02	8.530002e-03
7.000000e+01	2.546000e-02	2.411516e-02	8.783747e-03	8.235897e-03	1.793868e-02	3.079860e-02	2.601493e-03	7.633496e-03	2.284030e-02	2.621394e-02	1.853681e-02	3.024005e-02	7.673647e-03	5.233249e-02	6.161002e-02	4.114242e-02	5.681710e-02	9.118405e-03	2.417187e-02	4.959317e-02	8.802673e-03
7.100000e+01	2.608367e-02	2.461380e-02	9.666083e-03	8.701250e-03	1.810449e-02	3.168923e-02	2.712592e-03	8.134199e-03	2.284464e-02	2.730344e-02	1.909725e-02	3.055348e-02	7.518476e-03	5.269974e-02	6.500315e-02	4.242130e-02	5.677980e-02	9.688510e-03	2.474060e-02	5.039653e-02	9.004801e-03
7.200000e+01	2.674643e-02	2.525053e-02	1.052240e-02	9.139459e-03	1.821084e-02	3.260609e-02	2.755609e-03	8.698638e-03	2.290695e-02	2.838348e-02	1.957618e-02	3.097467e-02	7.522912e-03	5.323294e-02	6.865699e-02	4.381665e-02	5.720438e-02	1.012523e-02	2.500984e-02	5.137799e-02	8.956736e-03
7.300000e+01	2.745494e-02	2.592526e-02	1.156101e-02	9.645895e-03	1.856078e-02	3.338985e-02	2.738307e-03	9.199698e-03	2.276434e-02	2.946747e-02	2.012461e-02	3.155248e-02	7.714861e-03	5.409556e-02	7.229378e-02	4.527202e-02	5.796318e-02	1.042908e-02	2.503411e-02	5.232040e-02	9.046123e-03
7.400000e+01	2.820942e-02	2.637480e-02	1.280393e-02	1.035404e-02	1.905379e-02	3.433291e-02	2.720146e-03	9.605158e-03	2.233981e-02	3.074299e-02	2.078557e-02	3.222436e-02	8.001778e-03	5.461883e-02	7.606881e-02	4.671936e-02	5.901387e-02	1.052015e-02	2.534642e-02	5.329231e-02	9.269416e-03
7.500000e+01	2.903792e-02	2.650875e-02	1.414794e-02	1.116782e-02	1.969757e-02	3.535304e-02	2.728345e-03	9.918633e-03	2.204153e-02	3.246034e-02	2.168137e-02	3.308308e-02	8.471775e-03	5.532286e-02	7.967777e-02	4.785249e-02	6.022625e-02	1.053830e-02	2.601383e-02	5.446629e-02	9.400406e-03
7.600000e+01	2.993918e-02	2.650002e-02	1.553094e-02	1.184171e-02	2.031718e-02	3.652027e-02	2.729853e-03	1.029907e-02	2.198321e-02	3.434964e-02	2.279598e-02	3.427895e-02	9.171776e-03	5.626927e-02	8.374525e-02	4.855259e-02	6.084887e-02	1.083712e-02	2.684706e-02	5.587160e-02	9.493163e-03
7.700000e+01	3.085135e-02	2.648771e-02	1.680256e-02	1.238852e-02	2.080428e-02	3.767499e-02	2.720524e-03	1.084212e-02	2.208935e-02	3.601760e-02	2.411980e-02	3.556399e-02	9.998433e-03	5.697661e-02	8.844094e-02	4.944408e-02	6.090088e-02	1.115349e-02	2.752068e-02	5.746795e-02	9.612476e-03
